run_id,source,url,bytes,sha256
"20260805T214336Z-02ff3f0a971e-publication","mouse_brain_e18","https://cf.10xgenomics.com/samples/cell-exp/1.3.0/1M_neurons/1M_neurons_filtered_gene_bc_matrices_h5.h5",4216018749,"255a36ee92de25cb3568faa2c27d31fe6d0db30f285c5c977be8d6245de14044"
"20260805T214336Z-02ff3f0a971e-publication","human_pfc_hbcc","https://datasets.cellxgene.cziscience.com/d27fb144-f105-46c2-b36f-f51421f74e4e.h5ad",14150526668,"aeca0480ab8941a7e4cf6b0ff6dc8c5f9d0de376466d65ca8198dc873f1cb16f"
"20260805T214336Z-02ff3f0a971e-publication","human_pfc_mssm","https://datasets.cellxgene.cziscience.com/0e853475-e298-4b09-881a-ed0b60d5a8c9.h5ad",36092176654,"c62456941372b90bcf0df38e8cb1c34dd060bc5a507270ab1d068cbe6f1dfd54"
