"trial_id","dataset","eligible","expected_reused","expected_rebuilt","actual_reused","actual_rebuilt","source_hash","output_hash","hash_preserved","scope_correct","baseline_hash","configuration_before","configuration_after","configuration_changed","project_managed","real_builder_hooks","full_elapsed_seconds","incremental_elapsed_seconds","time_saved_ratio"
"project-managed-incremental-1","project_a",TRUE,TRUE,FALSE,TRUE,FALSE,"5e615438827765c87bcb10087b4db25b","5e615438827765c87bcb10087b4db25b",TRUE,TRUE,"5e615438827765c87bcb10087b4db25b","0619b78095ae2c735244cb499202c7d8","0619b78095ae2c735244cb499202c7d8",FALSE,TRUE,TRUE,2.25599999999997,0.825000000000045,0.634308510638273
"project-managed-incremental-1","project_b",FALSE,FALSE,TRUE,FALSE,TRUE,,"564187dba451ead5c5a8110b94ae37a7",,TRUE,"0a114649a98237edfdbe6c9b2a0fd721","cfced4d1e97aa59d785c716a1786bad4","973feaa60f859123f8e48e1acfa68661",TRUE,TRUE,TRUE,2.25599999999997,0.825000000000045,0.634308510638273
"project-managed-incremental-1","project_c",TRUE,TRUE,FALSE,TRUE,FALSE,"7408473875b6569900108858d8923b02","7408473875b6569900108858d8923b02",TRUE,TRUE,"7408473875b6569900108858d8923b02","7e000dd594e22567e5f6fc20fe7dea42","7e000dd594e22567e5f6fc20fe7dea42",FALSE,TRUE,TRUE,2.25599999999997,0.825000000000045,0.634308510638273
